!
! DEFAULT NETWORK FOR UCLCHEM. BASED ON QUENARD ET AL. 2018 WITH LARGE COMS REMOVED
! DOES A GOOD JOB OF RECREATING MAJOR ICE ABUNDANCES BUT BEYOND THIS WE DO NOT VOUCH FOR IT
! ALL UCLCHEM USERS MUST UNDERSTAND THEIR OWN NETWORKS AND DECIDE WHICH RATES TO USE.
!
! H FORMATION IS TREATED SPECIALLY, DO NOT REMOVE THIS SECTION
! H2FORM IS THE CAZAUX & TIELENS 2004 TREATMENT OF H2 FORMATION
! THE OTHERS TREAT H2 FORMATION AS THEY WOULD ANY REACTION.
! SELECT WHICH WITH FLAG PARAMETERIZE_H2_FORM
!
H,H,H2FORM,H2,,,,1,0,0,,,
#CH3,#HNCO,LH,#CH,#OCN,,,0,0,1200,,,
#NH,#HNCO,LH,#NH2,#OCN,,,0,0,1200,,,
#NH2,#HNCO,LH,#NH3,#OCN,,,0,0,1200,,,
#OH,#HNCO,LH,#H2O,#OCN,,,0,0,1290,,,
!
!%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
!% KIDA NETWORK
!%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
!
! HYDROGENATION OF HNCO (SONG ET AL. 2016)
!
#H,#HOCN,LH,#H2O,#CN,,,0.5,0,2300,,,              ! E_A FROM GARROD
#H,#HOCN,LH,#H2OCN,,,,0.5,0,1962,,,
#H,#HCNO,LH,#CH2,#NO,,,0.5,0,2300,,,       		! E_A FROM GARROD
#H,#HCNO,LH,#H2CNO,,,,0.5,0,1962,,,
#H,#HNCO,LH,#NH2,#CO,,,0.5,0,2300,,,      		! E_A FROM GARROD
#H,#HNCO,LH,#H2NCO,,,,0.5,0,1962,,,
#H,#H2NCO,LH,#NH2CHO,,,,0.0,0,0,,,
!
! RADICAL REACTION (FEDOSEEV ET AL. 2016)                                   
!
#NH2,#HCO,LH,#NH2CHO,,,,0.5,0,0,,,
#NH2,#HCO,LH,#NH3,#CO,,,0.5,0,0,,,
#NH2,#H2CO,LH,#NH2CHO,H,,,0.5,0,0,,,
#NH2,#H2CO,LH,#NH3,#HCO,,,0.5,0,0,,,
H,#H2NCO,LH,#HNCO,H2,,,1.0,0,0,,,! NOBLE ET AL. 2015
NH2,H2CO,,NH2CHO,H,,,77.9E-16,-2.56,25,,,! SKOUTERIS ET AL. 2017
!
! (GARROD 2006)
!
#HCO,#H3CO,LH,#HCOOCH3,,,,1.0,0,0,,,
#HCO,#CH2OH,LH,#HCOOCH3,,,,1.0,0,0,,,
#CH3,#H3CO,LH,#CH3OCH3,,,,1.0,0,0,,,
#HCO,#OH,LH,#HCOOH,,,,1.0,0,0,,,
#CH3,#C2H3,LH,#CH3CHCH2,,,,1.0,0,0,,,
#CH3,#HCO,LH,#CH3CHO,,,,1.0,0,0,,,
!FREEZE OUTS
!
H,FREEZE,,#H,,,,1,0,0,,,
H+,FREEZE,,#H,,,,1,0,0,,,
H2,FREEZE,,#H2,,,,1,0,0,,,
E-,FREEZE,,,,,,1,1,0,,,
HC3N,FREEZE,,#HC3N,,,,1,0,0,,,
C2H3,FREEZE,,#C2H3,,,,1,0,0,,,
CH2CO,FREEZE,,#CH2CO,,,,1,0,0,,,
C3H5+,FREEZE,,#CH3CCH,H,,,1,1,0,,,
CH3CCH,FREEZE,,#CH3CCH,,,,1,0,0,,,
C2H5OH,FREEZE,,#C2H5OH,,,,1,0,0,,,
C2H5OH2+,FREEZE,,#C2H5OH,H,,,1,1,0,,,
CH3OH2+,FREEZE,,#CH3OH,H,,,1,1,0,,,
CH3OH,FREEZE,,#CH3OH,,,,1,0,0,,,
CH3CNH,FREEZE,,#CH3CNH,,,,1,0,0,,,
CH3CNH+,FREEZE,,#CH3CNH,,,,1,1,0,,,
HNCO,FREEZE,,#HNCO,,,,1,0,0,,,
HNCO+,FREEZE,,#HNCO,,,,1,1,0,,,
OCN,FREEZE,,#HNCO,,,,1,0,0,,,
C2N,FREEZE,,#CH3CNH,,,,1,0,0,,,
C2N+,FREEZE,,#CH3CNH,,,,1,1,0,,,
C3N,FREEZE,,#HC3N,,,,1,0,0,,,
C2NH+,FREEZE,,#CH3CNH,,,,1,1,0,,,
C2N2+,FREEZE,,#NCCN,,,,1,0,0,,,
NCCN,FREEZE,,#NCCN,,,,1,0,0,,,
C4N+,FREEZE,,#C4N,,,,1,0,0,,,
C4N,FREEZE,,#C4N,,,,1,0,0,,,
HOC+,FREEZE,,#H2CO,,,,1.0,1,0,,,
HC3N,FREEZE,,#C2H5CN,,,,1,0,0,,,
C2H5CN,FREEZE,,#C2H5CN,,,,1,0,0,,,
SI,FREEZE,,#SIH4,,,,0.0,0,0,,,
SIO,FREEZE,,#H2SIO,,,,1,0,0,,,
SIH,FREEZE,,#SIH4,,,,1,0,0,,,
SI+,FREEZE,,#SIH4,,,,1,1,0,,,
SIH+,FREEZE,,#SIH4,,,,1,1,0,,,
SIH2,FREEZE,,#SIH4,,,,1,0,0,,,
SIH2+,FREEZE,,#SIH4,,,,1,1,0,,,
SIH3,FREEZE,,#SIH4,,,,1,1,0,,,
SIH3+,FREEZE,,#SIH4,,,,1,1,0,,,
SIH4,FREEZE,,#SIH4,,,,1,0,0,,,
SIH4+,FREEZE,,#SIH4,,,,1,1,0,,,
SIC,FREEZE,,#SIC,,,,1,0,0,,,
SIC2,FREEZE,,#SIC2,,,,1,0,0,,,
SIC+,FREEZE,,#SIC,,,,1,1,0,,,
SIC2+,FREEZE,,#SIC2,,,,1,1,0,,,
SIC3,FREEZE,,#SIC3,,,,1,0,0,,,
SIC3+,FREEZE,,#SIC3,,,,1,1,0,,,
SIO+,FREEZE,,#H2SIO,,,,1,1,0,,,
SIOH+,FREEZE,,#H2SIO,,,,1,1,0,,,
SIS,FREEZE,,#SIS,,,,1,0,0,,,
SIS+,FREEZE,,#SIS,,,,1,1,0,,,
HSIS+,FREEZE,,#SIS,H,,,1,1,0,,,
H2SIO,FREEZE,,#H2SIO,,,,1,0,0,,,
SIH5+,FREEZE,,#SIH4,H,,,1,1,0,,,
CL,FREEZE,,#HCL,,,,1,0,0,,,
HCL,FREEZE,,#HCL,,,,1,0,0,,,
CL+,FREEZE,,#HCL,,,,1,1,0,,,
HCL+,FREEZE,,#HCL,,,,1,1,0,,,
H2CL+,FREEZE,,#HCL,H,,,1,1,0,,,
COOCH4+,FREEZE,,#HCOOCH3,,,,1,1,0,,,
C3H2,FREEZE,,#C3H2,,,,1,0,0,,,
C4H,FREEZE,,#C4H,,,,1,0,0,,,
S2,FREEZE,,#H2S2,,,,1,0,0,,,
H3CO+,FREEZE,,#CH3OH,,,,1,1,0,,,
H2S2,FREEZE,,#H2S2,,,,1,0,0,,,
HS2,FREEZE,,#H2S2,,,,1,0,0,,,
HS2+,FREEZE,,#H2S2,,,,1,0,0,,,
C,FREEZE,,#C,,,,1.0,0,0,,,
CO,FREEZE,,#CO,,,,1.0,0,0,,,
H2CO,FREEZE,,#H2CO,,,,1,0,0,,,
C2,FREEZE,,#C2,,,,1,0,0,,,
CH,FREEZE,,#CH,,,,1.0,0,0,,,
OH,FREEZE,,#OH,,,,1.0,0,0,,,
NO,FREEZE,,#NO,,,,1,0,0,,,
CH2,FREEZE,,#CH2,,,,1.0,0,0,,,
H2O,FREEZE,,#H2O,,,,1,0,0,,,
H3O+,FREEZE,,#H2O,H,,,1,0,0,,,
CO2,FREEZE,,#CO2,,,,1,0,0,,,
CH3,FREEZE,,#CH3,,,,1.0,0,0,,,
CH4,FREEZE,,#CH4,,,,1,0,0,,,
CH4+,FREEZE,,#CH4,,,,1,1,0,,,
HCO,FREEZE,,#HCO,,,,1.0,0,0,,,
N2,FREEZE,,#N2,,,,1,0,0,,,
CN,FREEZE,,#HCN,,,,1,0,0,,,
C+,FREEZE,,#C,,,,1,1,0,,,
NH,FREEZE,,#NH,,,,1,0,0,,,
HCN,FREEZE,,#HCN,,,,1,0,0,,,
C2H,FREEZE,,#C2H,,,,1,0,0,,,
NH3,FREEZE,,#NH3,,,,1,0,0,,,
N+,FREEZE,,#NH3,,,,1,1,0,,,
O+,FREEZE,,#O,,,,1,1,0,,,
C2+,FREEZE,,#C2,,,,1,1,0,,,
O2+,FREEZE,,#O2,,,,1,1,0,,,
N2+,FREEZE,,#N2,,,,1,1,0,,,
CH+,FREEZE,,#CH4,,,,1,1,0,,,
NH+,FREEZE,,#NH3,,,,1,1,0,,,
OH+,FREEZE,,#OH,,,,1,1,0,,,
CO+,FREEZE,,#CO,,,,1,1,0,,,
CN+,FREEZE,,#HCN,,,,1,1,0,,,
NO+,FREEZE,,#NO,,,,1,1,0,,,
CH2+,FREEZE,,#CH2,,,,1,1,0,,,
NH2+,FREEZE,,#NH2,,,,1,1,0,,,
H2O+,FREEZE,,#H2O,,,,1,1,0,,,
HCO+,FREEZE,,#H2CO,,,,1,1,0,,,
HCN+,FREEZE,,#HCN,,,,1,1,0,,,
C2H+,FREEZE,,#C2H,,,,1,1,0,,,
NH3+,FREEZE,,#NH3,,,,1,1,0,,,
H2CO+,FREEZE,,#H2CO,,,,1,1,0,,,
CH3+,FREEZE,,#CH4,,,,1,1,0,,,
HCO2+,FREEZE,,#CO2,H,,,1,1,0,,,
CH5+,FREEZE,,#CH4,H,,,1,1,0,,,
NH2,FREEZE,,#NH2,,,,1,0,0,,,
N,FREEZE,,#N,,,,1,0,0,,,
O,FREEZE,,#O,,,,1,0,0,,,
O2,FREEZE,,#O2,,,,1,0,0,,,
HS,FREEZE,,#H2S,,,,1,0,0,,,
CS,FREEZE,,#H2CS,,,,1,0,0,,,
SO,FREEZE,,#SO,,,,1,0,0,,,
H2S,FREEZE,,#H2S,,,,1,0,0,,,
HCS,FREEZE,,#H2CS,,,,1,0,0,,,
OCS,FREEZE,,#OCS,,,,1,0,0,,,
SO2,FREEZE,,#SO2,,,,1,0,0,,,
S,FREEZE,,#H2S,,,,1,0,0,,,
NS,FREEZE,,#NS,,,,1,0,0,,,
H2CS,FREEZE,,#H2CS,,,,1,0,0,,,
S+,FREEZE,,#H2S,,,,1,1,0,,,
HS+,FREEZE,,#H2S,,,,1,1,0,,,
CS+,FREEZE,,#H2CS,,,,1,1,0,,,
SO+,FREEZE,,#SO,,,,1,1,0,,,
HCS+,FREEZE,,#H2CS,,,,1,1,0,,,
OCS+,FREEZE,,#OCS,,,,1,1,0,,,
NO2,FREEZE,,#NO2,,,,1,0,0,,,
HNO,FREEZE,,#HNO,,,,1,0,0,,,
HNO+,FREEZE,,#HNO,,,,1,1,0,,,
H2NO+,FREEZE,,#HNO,H,,,1,1,0,,,
O2H+,FREEZE,,#O2H,,,,1,1,0,,,
H2CN,FREEZE,,#H2CN,,,,1,0,0,,,
NS+,FREEZE,,#NS,,,,1,1,0,,,
C2H2+,FREEZE,,#C2H2,,,,1,1,0,,,
H3S+,FREEZE,,#H2S,H,,,1,1,0,,,
H2CS+,FREEZE,,#H2CS,,,,1,1,0,,,
H2S2+,FREEZE,,#H2S2,,,,1,1,0,,,
S2+,FREEZE,,#H2S2,,,,1,1,0,,,
H3CS+,FREEZE,,#H2CS,H,,,1,1,0,,,
HSO+,FREEZE,,#SO,H,,,1,1,0,,,
SO2+,FREEZE,,#SO2,,,,1,1,0,,,
HOCS+,FREEZE,,#OCS,H,,,1,1,0,,,
MG+,FREEZE,,#MG,,,,1,1,0,,,
MG,FREEZE,,#MG,,,,1,0,0,,,
NH4+,FREEZE,,#NH3,H,,,1,1,0,,,
HCNH+,FREEZE,,#HCN,H,,,1,1,0,,,
N2H+,FREEZE,,#N2,H,,,1,1,0,,,
HNS+,FREEZE,,#NS,H,,,1,1,0,,,
C3+,FREEZE,,#C2,C,,,1,1,0,,,
H2S+,FREEZE,,#H2S,,,,1,1,0,,,
O2H,FREEZE,,#O2H,,,,1,0,0,,,
HSO2+,FREEZE,,#SO2,H,,,1,1,0,,,
HNC,FREEZE,,#HNC,,,,1,0,0,,,
C2H2,FREEZE,,#C2H2,,,,1,0,0,,,
CH3CN,FREEZE,,#CH3CN,,,,1,0,0,,,
C2H4,FREEZE,,#C2H4,,,,1,0,0,,,
C2H5,FREEZE,,#C2H5,,,,1,0,0,,,
CH2OH,FREEZE,,#CH2OH,,,,1,0,0,,
H3CO,FREEZE,,#H3CO,,,,1,0,0,,
HCOO,FREEZE,,#HCOO,,,,1,0,0,,
HCOOH,FREEZE,,#HCOOH,,,,1,0,0,,
CH3CHO,FREEZE,,#CH3CHO,,,,1,0,0,,
NH2CHO,FREEZE,,#NH2CHO,,,,1,0,0,,
