!MOLECULE
 o-C3H2  energies from JPL, A re-scaled to mu=3.27                      
!MOLECULAR WEIGHT
  38.
! NUMBER OF ENERGY LEVELS
 47
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J (or other quantum numbers)
    1     1.633200000   9.0   1  0  1
    2     2.245061390   9.0   1  1  0
    3     4.479800000  15.0   2  1  2
    4     6.315328684  15.0   2  2  1
    5     8.387500000  21.0   3  0  3
    6    11.155000000  21.0   3  1  2
    7    12.626200000  21.0   3  2  1
    8    13.419400000  27.0   4  1  4
    9    13.529636734  21.0   3  3  0
   10    17.346500000  27.0   4  2  3
   11    19.567900000  33.0   5  0  5
   12    20.203700000  27.0   4  3  2
   13    22.394371828  27.0   4  4  1
   14    24.616234557  33.0   5  1  4
   15    26.833700000  39.0   6  1  6
   16    28.511277119  33.0   5  2  3
   17    31.083000000  33.0   5  3  2
   18    32.488612185  33.0   5  4  1
   19    33.006213475  39.0   6  2  5
   20    34.044611296  33.0   5  5  0
   21    35.216600000  45.0   7  0  7
   22    38.044350560  39.0   6  3  4
   23    41.962300000  39.0   6  4  3
   24    42.512800000  45.0   7  1  6
   25    44.716700000  51.0   8  1  8
   26    44.975900000  39.0   6  5  2
   27    47.730586844  39.0   6  6  1
   28    48.674982854  45.0   7  2  5
   29    53.136200000  51.0   8  2  7
   30    53.687900000  45.0   7  3  4
   31    55.333900000  57.0   9  0  9
   32    57.440200000  45.0   7  4  3
   33    59.706200000  45.0   7  5  2
   34    60.422910082  51.0   8  3  6
   35    61.382783488  45.0   7  6  1
   36    63.932792291  45.0   7  7  0
   37    64.876500000  57.0   9  1  8
   38    66.570719392  51.0   8  4  5
   39    67.068000000  63.0  10  1 10
   40    71.574800000  51.0   8  5  4
   41    73.286821818  57.0   9  2  7
   42    75.523700000  51.0   8  6  3
   43    77.733700000  63.0  10  2  9
   44    78.872709467  51.0   8  7  2
   45    79.919109577  69.0  11  0 11
   46    80.560399853  57.0   9  3  6
   47    82.371925955  51.0   8  8  1
! NUMBER OF RADIATIVE TRANSITIONS
 156
!TRANS + U + L + A(s^-1) + FREQ(GHz) + E_u/k(K)
    1     2     1  3.841E-07          18.34314300     3.23
    2     9     7  9.740E-07          27.08435190    19.47
    3    18    17  3.701E-06          42.13919320    46.74
    4     7     6  3.195E-06          44.10477310    18.17
    5    20    18  3.261E-06          46.64504720    48.98
    6    35    33  6.026E-06          50.26270850    88.32
    7    16    15  4.445E-10          50.29249680    41.02
    8    38    37  6.484E-10          50.79141960    95.78
    9    41    40  1.795E-09          51.32512290   105.44
   10     4     3  3.456E-06          55.02776560     9.09
   11    19    17  3.324E-09          57.65648950    47.49
   12    13    12  6.885E-06          65.67468920    32.22
   13    14    13  6.532E-09          66.60892430    35.42
   14    33    32  1.276E-05          67.93255230    85.90
   15    36    35  9.558E-06          76.44984360    91.98
   16    17    16  1.400E-05          77.10003350    44.72
   17    38    36  1.099E-09          79.08224920    95.78
   18    27    26  1.194E-05          82.58343400    68.67
   19     6     5  9.914E-06          82.96620000    16.05
   20    46    43  2.225E-09          84.74232970   115.91
   21    22    21  1.388E-09          84.77382910    54.74
   22     3     1  2.321E-05          85.33889300     6.45
   23    12    10  1.521E-05          85.65643100    29.07
   24    34    32  1.492E-08          89.41939870    86.93
   25    26    23  2.163E-05          90.34407890    64.71
   26    44    42  2.977E-05         100.40077800   113.48
   27    47    44  2.027E-05         104.90415500   118.51
   28    28    26  4.448E-08         110.89571410    70.03
   29    32    30  4.092E-05         112.49075930    82.64
   30    10     9  3.543E-07         114.42836370    24.96
   31    16    14  3.335E-05         116.77077930    41.02
   32     5     3  6.971E-05         117.15119100    12.07
   33    23    22  4.092E-05         117.45717650    60.37
   34    10     8  2.240E-05         117.73182100    24.96
   35    42    40  5.006E-05         118.38217400   108.66
   36    28    25  2.684E-09         118.66559310    70.03
   37     4     2  6.784E-05         122.02348200     9.09
   38     6     4  6.764E-05         145.08959460    16.05
   39    40    38  8.676E-05         150.01937530   102.98
   40    30    28  7.658E-05         150.28347780    77.24
   41     8     5  1.637E-04         150.85190800    19.31
   42    46    42  1.255E-07         150.99769030   115.91
   43    22    19  6.249E-05         151.03917300    54.74
   44    14    11  3.954E-05         151.34387300    35.42
   45    34    31  4.240E-09         152.56486060    86.93
   46     9     5  3.718E-07         154.15531630    19.47
   47    20    16  2.905E-06         165.88428400    48.98
   48    22    18  6.407E-07         166.55644210    54.74
   49    30    27  3.234E-07         178.59575650    77.24
   50    38    34  1.272E-04         184.30798400    95.78
   51    11     8  3.153E-04         184.32793400    28.15
   52    28    24  1.009E-04         184.73813000    70.03
   53    19    15  6.183E-05         185.04902400    47.49
   54    10     6  2.175E-04         185.61751000    24.96
   55    41    39  5.981E-09         186.43574520   105.44
   56    36    32  5.815E-06         194.64505100    91.98
   57    38    33  7.500E-07         205.79480130    95.78
   58     9     4  2.556E-04         216.27875600    19.47
   59    15    11  5.393E-04         217.82214800    38.61
   60    14    10  4.023E-04         217.94004600    35.42
   61    46    41  1.916E-04         218.05478300   115.91
   62    34    29  1.493E-04         218.44943900    86.93
   63    24    21  8.923E-05         218.73273200    61.17
   64    12     7  3.113E-04         227.16912720    29.07
   65    35    30  5.639E-06         230.68602010    88.32
   66    18    14  9.567E-07         236.01000610    46.74
   67    23    20  1.039E-05         237.36857140    60.37
   68     7     3  5.900E-05         244.22213340    18.17
   69    16    12  4.156E-04         249.05436800    41.02
   70    21    15  8.498E-04         251.31433650    50.67
   71    19    14  6.747E-04         251.52730230    47.49
   72    41    37  2.076E-04         252.13591780   105.44
   73    29    25  1.218E-04         252.40983060    76.45
   74    17    13  1.609E-04         260.47974600    44.72
   75    13     9  7.264E-04         265.75943800    32.22
   76    13     8  1.324E-07         269.06290010    32.22
   77    25    21  1.260E-03         284.80520560    64.34
   78    24    19  1.041E-03         284.99800020    61.17
   79    22    16  7.716E-04         285.79566880    54.74
   80    37    31  1.594E-04         286.08139590    93.34
   81    27    22  9.743E-07         290.38469080    68.67
   82    40    35  1.608E-05         305.55146820   102.98
   83    31    25  1.786E-03         318.29436820    79.61
   84    29    24  1.517E-03         318.48235260    76.45
   85    28    22  1.191E-03         318.69696950    70.03
   86    43    39  2.022E-04         319.74816330   111.84
   87    47    40  2.336E-06         323.68709650   118.51
   88    23    17  8.574E-04         326.15275800    60.37
   89    33    28  1.764E-06         330.70678940    85.90
   90    13     6  1.188E-04         336.94858950    32.22
   91    17    11  1.693E-07         345.21468580    44.72
   92    42    36  4.173E-05         347.48380500   108.66
   93    20    13  1.645E-03         349.26397760    48.98
   94    30    23  1.237E-03         351.52327080    77.24
   95    39    31  2.439E-03         351.78156860    96.50
   96    37    29  2.117E-03         351.96593360    93.34
   97    34    28  1.734E-03         352.19363570    86.93
   98    12     5  8.096E-05         354.24009170    29.07
   99    26    19  6.324E-07         358.84040130    64.71
  100    33    27  1.618E-04         359.01906820    85.90
  101    18    12  6.009E-04         368.29361960    46.74
  102    44    38  2.853E-06         368.80232800   113.48
  103    32    26  8.759E-04         373.66995110    82.64
  104    26    18  1.359E-03         374.35769750    64.71
  105    45    39  3.235E-03         385.26657280   114.99
  106    43    37  2.853E-03         385.44833590   111.84
  107    41    34  2.409E-03         385.65245320   105.44
  108    38    30  1.878E-03         386.21813600    95.78
  109    27    20  3.043E-03         410.29608400    68.67
  110    17    10  2.673E-04         411.81083800    44.72
  111    46    38  2.627E-03         419.39924610   115.91
  112    40    32  1.935E-03         423.74672900   102.98
  113    32    24  6.524E-07         447.51235220    82.64
  114    16     8  1.141E-04         452.44260380    41.02
  115    42    34  1.619E-06         452.70951070   108.66
  116    23    15  1.705E-07         453.54534220    60.37
  117    36    28  1.203E-07         457.41934150    91.98
  118    42    33  2.280E-03         474.19635710   108.66
  119    36    27  5.275E-03         485.73162020    91.98
  120    35    26  2.505E-03         491.86521190    88.32
  121    26    16  5.213E-04         493.59692430    64.71
  122    27    17  2.415E-04         499.08032610    68.67
  123    20    10  1.145E-05         500.59507840    48.98
  124    23    14  3.613E-04         520.02362470    60.37
  125    44    35  4.248E-03         524.33442090   113.48
  126    33    23  1.135E-03         531.94658240    85.90
  127    40    29  6.678E-07         552.77672850   102.98
  128    47    36  8.183E-03         552.78872110   118.51
  129    30    21  1.722E-07         553.75427640    77.24
  130    22    11  1.476E-04         553.91032120    54.74
  131    35    24  2.307E-08         565.70761300    88.32
  132    18     8  8.285E-07         571.68183050    46.74
  133    32    22  7.537E-04         581.47120660    82.64
  134    30    19  4.598E-04         620.01959310    77.24
  135    44    32  1.113E-03         642.52968170   113.48
  136    42    30  1.301E-03         654.61966870   108.66
  137    28    15  1.813E-04         654.78513520    70.03
  138    38    25  1.741E-07         655.16718380    95.78
  139    36    23  6.219E-05         658.65913450    91.98
  140    47    33  2.456E-04         679.50127320   118.51
  141    40    28  9.567E-04         686.52096600   102.98
  142    27    14  1.434E-06         692.95113890    68.67
  143    35    22  2.342E-05         699.66646740    88.32
  144    38    24  5.598E-04         721.23970580    95.78
  145    34    21  2.151E-04         755.66443440    86.93
  146    46    31  1.757E-07         756.27206160   115.91
  147    26    11  2.970E-07         761.71157660    64.71
  148    33    19  2.236E-06         800.44290470    85.90
  149    46    29  6.601E-04         822.15659920   115.91
  150    41    25  2.491E-04         856.51168200   105.44
  151    47    30  7.687E-06         859.92458480   118.51
  152    44    28  5.197E-06         905.30391870   113.48
  153    32    15  2.310E-07         917.55937220    82.64
  154    36    19  8.952E-08         927.15545680    91.98
  155    42    24  1.283E-06         989.64126160   108.66
  156    40    21  1.807E-07        1089.99176470   102.98
!NUMBER OF COLL PARTNERS
1
!COLLISIONS BETWEEN
1 oC3H2-H2 from Chandra & Kegel (2000)
!NUMBER OF COLL TRANS
1081
!NUMBER OF COLL TEMPS
4
!COLL TEMPS
   30.0   60.0   90.0  120.0
!TRANS + UP + LOW + COLLRATES(cm^3 s^-1)
